claim_id,policy_id,loss_date,report_date,settle_date,loss_type,claim_amount_thb,status,adjuster_name,fraud_flag
CL001693,P009205,2024-02-15,2024-02-16,2024-03-01,collision,312072,denied,Nan Boonmee,false
CL001694,P004998,2026-04-14,2026-04-24,2026-06-18,collision,650125,paid,Fern Limthongkul,false
CL001695,P005079,2023-08-11,2023-08-16,2023-10-02,collision,457710,paid,Earth Thongdee,true
CL001696,P006399,2024-09-25,2024-10-09,2024-12-18,water_damage,763917,denied,Mint Rattanapan,false
CL001697,P004935,2023-02-25,2023-03-04,,theft,717230,pending,Toon Wongchai,false
CL001698,P008283,2026-04-22,2026-04-22,2026-07-17,burglary,1158693,paid,Wichai Saetang,false
CL001699,P009754,2026-02-10,2026-02-18,2026-03-16,collision,366941,paid,Wichai Wongchai,false
CL001700,P002029,2023-06-13,2023-06-22,2023-08-24,theft,284450,paid,Beam Phutthichai,false
CL001701,P007288,2025-03-17,2025-03-27,2025-04-22,third_party_liability,580179,paid,Praew Phongphan,false
CL001702,P002038,2024-06-01,2024-06-08,,theft,59563,pending,Anong Inthanon,false
CL001703,P002536,2025-12-20,2025-12-20,2026-03-19,third_party_liability,280936,denied,Earth Phromsiri,false
CL001704,P000183,2026-04-25,2026-05-04,2026-06-08,flood,350515,denied,Tawan Phutthichai,false
CL001705,P006554,2025-03-23,2025-04-03,,flood,2026101,open,Daeng Charoensuk,false
CL001706,P003304,2024-09-02,2024-09-02,2024-10-10,flood,164009,paid,Daeng Inthanon,false
CL001707,P004279,2026-01-01,2026-01-07,,fire,915505,open,Beam Inthanon,false
CL001708,P002313,2024-07-13,2024-07-18,2024-08-15,third_party_liability,258038,paid,Toon Watcharaphon,false
CL001709,P000732,2023-08-18,2023-08-30,2023-11-28,theft,291955,paid,Earth Charoensuk,false
CL001710,P008831,2025-09-13,2025-09-24,2025-12-17,theft,637123,paid,Nok Inthanon,false
CL001711,P003056,2025-07-11,2025-07-14,2025-09-26,fire,573701,paid,Toon Limthongkul,false
CL001712,P002159,2025-12-21,2025-12-26,2026-01-03,theft,421265,denied,Niran Wongchai,false
CL001713,P009729,2024-11-15,2024-11-23,2025-01-18,storm,2538167,paid,Praew Charoensuk,false
CL001714,P009228,2023-07-01,2023-07-13,,theft,201605,open,Mild Phutthichai,false
CL001715,P000591,2023-09-12,2023-09-19,2023-10-26,theft,335238,paid,Mai Sangthong,false
CL001716,P008776,2025-12-11,2025-12-21,2026-02-06,theft,94357,paid,Ploy Rattanapan,false
CL001717,P000815,2024-11-19,2024-11-23,2024-12-21,theft,74765,denied,Chai Kanchanaburi,false
CL001718,P007614,2025-10-17,2025-10-22,,water_damage,1063571,open,Nan Chaisawat,false
CL001719,P009361,2026-02-22,2026-02-26,,theft,87498,pending,Anong Wongchai,false
CL001720,P004137,2022-03-21,2022-03-25,,theft,30570,open,Ploy Phromsiri,false
CL001721,P003764,2024-08-25,2024-08-30,2024-09-23,theft,58746,denied,Tawan Kanchanaburi,false
CL001722,P007642,2024-10-26,2024-11-09,2025-01-01,burglary,1597005,paid,Fern Kittikun,false
CL001723,P003019,2022-03-31,2022-04-11,2022-04-20,theft,350774,paid,Somchai Srisuk,false
CL001724,P004929,2026-03-29,2026-03-31,2026-04-18,flood,1205555,paid,Boss Chaiyaporn,false
CL001725,P000507,2026-05-14,2026-05-15,2026-07-09,theft,220247,denied,Suda Saetang,false
CL001726,P008687,2022-12-13,2022-12-24,2023-01-25,theft,551214,paid,Boss Chaisawat,false
CL001727,P003510,2024-06-12,2024-06-19,,third_party_liability,35671,open,Boss Limthongkul,false
CL001728,P000467,2024-12-06,2024-12-08,2024-12-30,flood,254771,paid,Daeng Chaiyaporn,false
CL001729,P006403,2026-01-13,2026-01-16,,theft,44466,open,Wichai Kanchanaburi,false
CL001730,P008552,2024-05-08,2024-05-08,2024-07-17,burglary,3247262,paid,Mai Phongphan,false
CL001731,P003441,2025-09-29,2025-10-12,,flood,1371250,pending,Somchai Kanchanaburi,false
CL001732,P001173,2024-01-13,2024-01-17,,water_damage,2087780,pending,Toon Watcharaphon,false
CL001733,P003175,2025-04-14,2025-04-14,2025-05-12,storm,2197347,paid,Mai Watcharaphon,false
CL001734,P001889,2023-09-17,2023-09-30,,third_party_liability,167314,open,Mild Wongchai,false
CL001735,P000664,2025-12-15,2025-12-22,2026-01-31,theft,206348,paid,Earth Sukhumvit,false
CL001736,P002560,2024-06-15,2024-06-22,,collision,617526,pending,Mint Inthanon,false
CL001737,P006631,2024-01-06,2024-01-08,2024-01-30,storm,2757300,paid,Ploy Charoensuk,false
CL001738,P004713,2023-07-10,2023-07-20,2023-08-06,water_damage,6166558,paid,Mai Inthanon,false
CL001739,P006726,2025-03-02,2025-03-05,2025-04-07,theft,253533,paid,View Phromsiri,false
CL001740,P005767,2023-07-16,2023-07-16,2023-08-14,storm,4321891,paid,Suda Charoensuk,false
CL001741,P004671,2022-09-27,2022-10-11,2022-10-28,fire,710139,paid,Bank Charoensuk,false
CL001742,P009284,2022-11-03,2022-11-11,2023-01-29,collision,407815,paid,Ploy Srisuk,false
CL001743,P006580,2025-04-23,2025-04-27,2025-07-26,flood,56876,paid,Anong Sangthong,false
CL001744,P003183,2024-05-09,2024-05-09,2024-07-18,fire,222357,paid,Tee Watcharaphon,false
CL001745,P006792,2025-08-12,2025-08-24,2025-09-04,third_party_liability,342787,paid,Earth Wongchai,false
CL001746,P009875,2026-01-20,2026-01-30,2026-04-17,fire,226943,paid,Niran Phutthichai,false
CL001747,P002636,2024-03-28,2024-04-09,2024-06-23,collision,429534,paid,Bank Thongdee,false
CL001748,P007898,2023-12-29,2024-01-04,2024-02-27,third_party_liability,39275,paid,Fern Thongdee,false
CL001749,P004019,2026-04-26,2026-04-27,2026-05-08,water_damage,635314,paid,Kanya Rattanapan,false
CL001750,P007704,2024-09-18,2024-09-22,2024-12-19,flood,1121594,paid,Chai Watcharaphon,false
CL001751,P003258,2024-07-03,2024-07-09,2024-07-16,theft,289761,paid,Mint Kittikun,false
CL001752,P004957,2023-10-27,2023-10-31,2023-12-28,burglary,1062004,denied,Daeng Srisuk,false
CL001753,P001561,2022-12-17,2022-12-19,,theft,364381,open,Mai Sukhumvit,false
CL001754,P007936,2023-12-03,2023-12-13,,collision,154122,pending,Apinya Rattanapan,false
CL001755,P007737,2025-05-01,2025-05-12,,fire,425950,pending,Tee Sangthong,false
CL001756,P007961,2025-12-21,2026-01-03,2026-02-21,collision,42950,paid,Fern Phromsiri,false
CL001757,P000347,2023-07-27,2023-07-27,,collision,14582,pending,Toon Suwanphon,false
CL001758,P004574,2025-06-15,2025-06-25,2025-08-10,flood,1284953,paid,Wichai Phromsiri,false
CL001759,P005340,2024-01-06,2024-01-16,2024-03-24,collision,41726,paid,Mint Saetang,false
CL001760,P008578,2025-12-03,2025-12-15,,burglary,703586,open,Boss Rattanapan,false
CL001761,P009350,2023-12-21,2023-12-22,2024-02-02,water_damage,2879624,paid,Bua Phongphan,false
CL001762,P001191,2023-11-12,2023-11-13,2023-12-20,water_damage,3232782,paid,Mint Chaisawat,false
CL001763,P001161,2023-08-28,2023-09-11,2023-10-21,theft,601354,paid,Kanya Sukhumvit,false
CL001764,P003993,2025-08-29,2025-09-06,2025-10-03,storm,2740285,paid,Malee Sangthong,false
CL001765,P000865,2025-07-15,2025-07-28,2025-10-15,fire,2659101,paid,Chai Sukhumvit,false
CL001766,P003253,2025-03-30,2025-04-11,2025-05-10,flood,69029,paid,Anong Boonmee,false
CL001767,P003957,2025-01-08,2025-01-22,2025-03-20,fire,53635,paid,Beam Limthongkul,false
CL001768,P002983,2024-07-11,2024-07-23,2024-10-12,storm,697376,paid,Mint Sukhumvit,false
CL001769,P007880,2024-02-19,2024-03-02,,fire,4896317,open,Apinya Kittikun,false
CL001770,P002733,2022-12-21,2022-12-26,,fire,409896,pending,Boss Phutthichai,false
CL001771,P000920,2023-04-02,2023-04-12,,fire,647925,open,Eak Sangthong,false
CL001772,P007417,2024-09-07,2024-09-17,,theft,33001,open,Toon Chaiyaporn,false
CL001773,P003085,2023-02-05,2023-02-17,2023-04-29,fire,966500,paid,Daeng Boonmee,false
CL001774,P005043,2026-02-09,2026-02-18,2026-04-27,theft,79933,denied,Tawan Suwanphon,false
CL001775,P007840,2025-09-26,2025-10-08,2025-10-19,storm,2666171,paid,Tawan Srisuk,false
CL001776,P005107,2024-10-29,2024-11-04,2024-12-27,collision,390180,paid,Praew Suwanphon,false
CL001777,P001975,2026-04-01,2026-04-04,2026-05-24,water_damage,6440904,denied,Kanya Sangthong,false
CL001778,P000586,2023-05-20,2023-06-03,,theft,446214,pending,Mai Boonmee,false
CL001779,P006451,2025-09-22,2025-09-25,2025-12-06,water_damage,1190475,paid,Fern Saetang,false
CL001780,P000276,2023-07-28,2023-08-10,2023-08-30,fire,4268702,paid,Tawan Chaiyaporn,false
CL001781,P005623,2023-10-28,2023-11-01,,water_damage,509406,pending,Somchai Phromsiri,false
CL001782,P003427,2025-10-04,2025-10-18,2025-12-15,fire,249028,paid,Pat Inthanon,false
CL001783,P005942,2024-10-24,2024-11-01,2025-01-25,burglary,2927554,paid,Eak Phongphan,false
CL001784,P006744,2022-10-05,2022-10-18,,water_damage,256506,pending,Bank Phromsiri,false
CL001785,P008583,2024-07-10,2024-07-22,2024-10-08,storm,5876490,paid,Eak Boonmee,false
CL001786,P001840,2025-10-21,2025-10-27,,burglary,4308553,open,Suda Phutthichai,false
CL001787,P002201,2023-08-04,2023-08-17,2023-10-02,fire,1147447,denied,Boss Phutthichai,false
CL001788,P001100,2023-06-24,2023-07-03,,flood,384463,pending,Nok Charoensuk,false
CL001789,P005517,2024-01-01,2024-01-01,,fire,85525,open,Bua Saetang,true
CL001790,P005576,2024-05-17,2024-05-30,2024-07-05,burglary,524211,paid,Suda Wongchai,false
CL001791,P000015,2022-06-07,2022-06-12,2022-07-02,theft,319813,denied,Bank Sangthong,false
CL001792,P006293,2026-05-12,2026-05-23,2026-08-16,fire,316620,paid,Boss Watcharaphon,false
CL001793,P009580,2023-10-10,2023-10-18,,flood,430425,pending,Somchai Phromsiri,false
CL001794,P006695,2026-03-27,2026-04-07,2026-05-03,fire,4101054,denied,Kanya Kanchanaburi,false
CL001795,P000837,2026-04-11,2026-04-15,2026-05-12,theft,429059,paid,Malee Limthongkul,false
CL001796,P003216,2026-03-01,2026-03-01,2026-05-18,fire,433054,paid,Malee Chaisawat,false
CL001797,P003514,2025-11-13,2025-11-26,2026-02-10,theft,52279,paid,Pat Rattanapan,false
CL001798,P003662,2024-02-27,2024-03-09,,fire,78792,pending,Nan Chaisawat,false
CL001799,P000359,2025-06-21,2025-07-02,,fire,64234,pending,Kanya Suwanphon,false
CL001800,P004682,2024-06-03,2024-06-05,2024-08-16,fire,48333,paid,Fern Saetang,false
CL001801,P009626,2023-02-12,2023-02-14,2023-03-04,theft,195089,denied,Beam Phromsiri,false
CL001802,P001556,2024-02-17,2024-03-01,2024-05-23,fire,428335,denied,Malee Chaisawat,false
CL001803,P004011,2026-03-05,2026-03-16,,flood,17219,open,View Saetang,false
CL001804,P003912,2024-06-29,2024-07-02,2024-08-01,fire,193930,paid,Anong Saetang,false
CL001805,P002698,2024-02-06,2024-02-20,2024-04-24,flood,171426,paid,Wichai Charoensuk,false
CL001806,P004919,2026-02-12,2026-02-19,,fire,525543,pending,Apinya Phutthichai,false
CL001807,P009835,2024-07-20,2024-08-02,2024-08-15,fire,1764621,paid,Toon Thongdee,false
CL001808,P000980,2024-05-11,2024-05-18,,theft,172692,pending,Ploy Chaiyaporn,false
CL001809,P001576,2025-03-03,2025-03-09,2025-05-23,flood,180226,paid,Mint Sukhumvit,false
CL001810,P003816,2025-12-11,2025-12-18,,third_party_liability,341596,open,Nok Limthongkul,false
CL001811,P006161,2025-01-14,2025-01-14,2025-03-04,flood,861916,paid,Boss Wongchai,false
CL001812,P001799,2026-03-22,2026-03-29,,third_party_liability,42221,open,Nok Wongchai,false
CL001813,P008675,2023-08-01,2023-08-09,2023-09-09,fire,208883,paid,Eak Chaisawat,false
CL001814,P007597,2023-12-25,2024-01-05,2024-03-09,burglary,688518,paid,Praew Wongchai,false
CL001815,P006114,2022-09-30,2022-10-03,2022-10-17,fire,734038,paid,Pim Rattanapan,false
CL001816,P007520,2025-08-23,2025-09-05,2025-11-25,fire,547037,paid,Tee Thongdee,false
CL001817,P009886,2025-09-21,2025-10-05,,collision,523411,open,Suda Kanchanaburi,false
CL001818,P005817,2024-07-11,2024-07-13,,third_party_liability,118807,open,Mai Chaiyaporn,false
CL001819,P004601,2025-02-20,2025-02-22,,fire,228080,pending,Daeng Kanchanaburi,false
CL001820,P003703,2023-07-29,2023-08-03,2023-10-19,collision,727774,paid,View Phromsiri,false
CL001821,P009011,2024-08-18,2024-08-22,,flood,115828,pending,Bua Saetang,false
CL001822,P007749,2023-10-22,2023-10-25,2023-12-01,flood,48309,paid,Nok Sukhumvit,false
CL001823,P005258,2025-09-18,2025-09-27,2025-12-06,flood,51630,paid,Nok Sukhumvit,false
CL001824,P007363,2022-07-09,2022-07-11,2022-08-16,third_party_liability,46513,paid,Apinya Inthanon,false
CL001825,P005627,2025-09-10,2025-09-13,,fire,36375,pending,Nok Phutthichai,false
CL001826,P003319,2025-01-17,2025-01-31,2025-03-27,theft,103750,paid,Bank Phutthichai,false
CL001827,P009619,2023-06-24,2023-07-02,,flood,201302,pending,Apinya Phutthichai,false
CL001828,P002408,2025-12-06,2025-12-15,,fire,129443,pending,Mild Charoensuk,false
CL001829,P008666,2025-12-24,2026-01-05,,burglary,788435,pending,Mai Phongphan,false
CL001830,P006233,2025-07-22,2025-07-25,,third_party_liability,871904,open,Tawan Phutthichai,false
CL001831,P000252,2024-07-26,2024-08-08,2024-09-26,collision,38336,denied,Nan Phutthichai,false
CL001832,P009255,2024-12-24,2024-12-30,2025-03-08,water_damage,1530482,paid,Daeng Limthongkul,false
CL001833,P004981,2024-01-20,2024-02-03,2024-02-21,fire,547163,paid,Mint Phromsiri,false
CL001834,P007828,2026-04-27,2026-04-30,2026-07-15,flood,5440526,paid,Apinya Boonmee,false
CL001835,P005112,2024-11-08,2024-11-10,2024-12-14,fire,73053,paid,Pat Sukhumvit,false
CL001836,P008315,2026-05-03,2026-05-15,2026-05-24,collision,79806,paid,Toon Phromsiri,false
CL001837,P003127,2024-04-21,2024-04-22,,fire,100412,pending,Bank Kanchanaburi,false
CL001838,P001259,2023-11-01,2023-11-02,2023-12-19,water_damage,1875966,paid,Apinya Inthanon,false
CL001839,P003788,2023-05-05,2023-05-14,2023-08-11,fire,1739804,paid,Anong Rattanapan,false
CL001840,P000186,2024-10-16,2024-10-21,2024-11-20,storm,1742605,denied,Chai Chaisawat,false
CL001841,P008769,2024-08-01,2024-08-10,,fire,15635,pending,Chai Phutthichai,false
CL001842,P002991,2022-09-10,2022-09-14,2022-10-28,water_damage,2173676,denied,Pim Sangthong,false
CL001843,P006320,2023-11-26,2023-12-06,2024-01-17,flood,2169234,denied,Niran Limthongkul,false
CL001844,P006030,2023-05-09,2023-05-18,2023-08-12,storm,4408659,paid,Bank Sangthong,false
CL001845,P003037,2026-01-16,2026-01-22,,third_party_liability,110112,open,Tee Saetang,false
CL001846,P000719,2025-08-14,2025-08-20,2025-11-01,third_party_liability,545023,paid,Wichai Sangthong,false
CL001847,P009204,2023-12-08,2023-12-21,,burglary,2519218,open,Suda Chaiyaporn,false
CL001848,P003575,2023-02-12,2023-02-12,2023-04-25,flood,92812,paid,Beam Rattanapan,false
CL001849,P003968,2024-09-15,2024-09-26,2024-10-27,third_party_liability,143192,paid,Mai Chaisawat,false
CL001850,P000690,2023-06-29,2023-06-29,,flood,38551,open,Tee Sangthong,false
CL001851,P004422,2026-05-06,2026-05-17,2026-06-06,theft,707235,paid,Nan Rattanapan,false
CL001852,P006768,2026-04-18,2026-04-19,2026-07-04,flood,163908,denied,Bua Srisuk,false
CL001853,P000887,2023-12-14,2023-12-18,2024-03-07,collision,742956,denied,Niran Watcharaphon,false
CL001854,P007802,2023-10-30,2023-11-05,,collision,671909,pending,Praew Sukhumvit,false
CL001855,P003089,2025-12-09,2025-12-15,2026-01-05,fire,671524,paid,Pat Rattanapan,false
CL001856,P002889,2023-05-18,2023-05-22,2023-07-24,flood,895601,paid,Wichai Phromsiri,false
CL001857,P005441,2024-06-10,2024-06-21,,fire,152027,pending,Nok Sangthong,false
CL001858,P005439,2024-12-22,2024-12-30,,third_party_liability,482771,pending,Bank Saetang,false
CL001859,P003007,2025-06-27,2025-07-07,,fire,307904,open,Pim Srisuk,false
CL001860,P003516,2023-12-31,2024-01-02,2024-01-19,water_damage,2620586,paid,Pim Phongphan,false
CL001861,P006848,2024-04-19,2024-05-02,2024-05-30,third_party_liability,91440,paid,Niran Srisuk,false
CL001862,P009415,2026-03-02,2026-03-07,,storm,332858,open,Apinya Thongdee,false
CL001863,P003103,2023-12-05,2023-12-18,2024-02-09,theft,924170,paid,Suda Sukhumvit,false
CL001864,P001533,2024-07-22,2024-07-23,,collision,539951,open,Somchai Watcharaphon,false
CL001865,P004527,2023-07-07,2023-07-19,,burglary,430578,pending,View Chaiyaporn,false
CL001866,P002033,2024-03-27,2024-04-09,2024-06-14,fire,284844,paid,Toon Thongdee,false
CL001867,P007731,2025-11-29,2025-11-30,,flood,256009,pending,Kanya Chaiyaporn,false
CL001868,P005485,2025-07-13,2025-07-24,2025-08-09,flood,549056,paid,Tawan Sukhumvit,false
CL001869,P001020,2023-06-02,2023-06-07,2023-07-18,third_party_liability,193074,paid,Pim Kanchanaburi,false
CL001870,P004012,2025-10-25,2025-11-06,2025-11-15,theft,125064,paid,Tawan Inthanon,false
CL001871,P009859,2026-05-01,2026-05-10,2026-06-26,flood,673229,paid,Mint Wongchai,false
CL001872,P000050,2025-08-07,2025-08-18,2025-09-03,storm,353493,denied,Apinya Phromsiri,false
CL001873,P003548,2023-08-24,2023-09-07,2023-12-01,storm,2477271,paid,Mint Thongdee,false
CL001874,P000987,2026-03-02,2026-03-04,,fire,266434,open,Daeng Kittikun,false
CL001875,P009874,2024-12-04,2024-12-17,,collision,362494,pending,Fern Charoensuk,false
CL001876,P001187,2026-02-11,2026-02-18,2026-05-07,theft,154052,paid,Fern Phromsiri,false
CL001877,P004407,2023-07-19,2023-07-26,2023-08-24,fire,649428,paid,Bua Boonmee,false
CL001878,P003786,2025-01-11,2025-01-23,2025-02-28,fire,253700,paid,Pat Rattanapan,false
CL001879,P007709,2024-07-19,2024-07-19,,third_party_liability,92551,open,Mai Saetang,false
CL001880,P000585,2024-10-02,2024-10-16,2024-11-11,flood,62806,paid,Mild Wongchai,false
CL001881,P008763,2025-07-04,2025-07-11,2025-07-31,water_damage,2406397,paid,Ploy Watcharaphon,false
CL001882,P001445,2023-02-21,2023-02-25,2023-03-31,third_party_liability,360029,denied,Beam Limthongkul,false
CL001883,P003733,2026-03-28,2026-04-09,,fire,926854,open,Niran Kittikun,false
CL001884,P009056,2023-07-23,2023-07-25,,third_party_liability,5801,open,Bank Phromsiri,false
CL001885,P007472,2026-05-08,2026-05-20,2026-06-02,storm,3988307,paid,Kanya Kittikun,false
CL001886,P005838,2023-07-12,2023-07-12,2023-09-20,storm,528650,paid,Nok Sangthong,false
CL001887,P006679,2024-08-30,2024-09-06,2024-11-14,flood,156820,denied,Anong Rattanapan,false
CL001888,P004604,2023-08-01,2023-08-02,,third_party_liability,120044,pending,Pim Phongphan,false
CL001889,P002589,2026-03-29,2026-04-07,,fire,176457,pending,Suda Sukhumvit,false
CL001890,P001116,2026-05-14,2026-05-19,2026-06-16,flood,4037385,paid,Apinya Thongdee,false
CL001891,P008554,2024-11-12,2024-11-15,2025-01-23,flood,3509124,paid,Bua Sangthong,false
CL001892,P006763,2025-10-10,2025-10-14,2025-11-18,water_damage,352205,paid,Ploy Phongphan,false
CL001893,P001776,2025-12-31,2026-01-04,2026-03-19,third_party_liability,376124,paid,Mild Sukhumvit,false
CL001894,P000564,2025-11-13,2025-11-27,2026-01-18,collision,69155,paid,Ploy Srisuk,false
CL001895,P005295,2024-03-05,2024-03-17,2024-04-09,third_party_liability,163551,paid,Pim Sangthong,false
CL001896,P001586,2024-04-18,2024-04-26,2024-05-04,fire,79149,paid,Praew Rattanapan,false
CL001897,P007258,2022-11-24,2022-11-28,2023-01-02,collision,46470,paid,Mai Sukhumvit,false
CL001898,P000570,2025-03-01,2025-03-07,2025-03-29,flood,76268,paid,Toon Charoensuk,false
CL001899,P008732,2024-01-30,2024-02-01,2024-04-14,water_damage,1979004,paid,Tee Sangthong,false
CL001900,P009427,2026-04-25,2026-04-25,2026-07-01,third_party_liability,218747,paid,Beam Charoensuk,false
CL001901,P008962,2023-11-29,2023-11-30,2023-12-18,third_party_liability,160909,paid,Mint Phutthichai,false
CL001902,P000089,2026-04-28,2026-04-28,,flood,110557,pending,Mai Saetang,false
CL001903,P005176,2026-04-20,2026-05-03,2026-05-11,collision,459678,paid,Bua Phutthichai,false
CL001904,P005514,2023-06-05,2023-06-11,,water_damage,1355046,open,View Boonmee,false
CL001905,P000123,2025-06-09,2025-06-15,,third_party_liability,307087,open,Anong Phutthichai,false
CL001906,P008569,2024-12-17,2024-12-23,2025-02-18,burglary,886819,paid,Chai Inthanon,false
CL001907,P005414,2023-10-05,2023-10-14,,fire,582478,open,Beam Wongchai,false
